Is_top_5_League,Based_rich_nation,Is_top_ranked_nation,EU_National,Caps,Apps,Age,Reputation,Is_top_prev_club,Last_Transfer_Fee,Salary
1,1,0,1,0.0,0,19.0,3500.0,0,0,36500.0
1,1,2,0,0.0,0,19.0,3214.0,0,0,36500.0
0,0,2,1,0.0,4,18.0,5165.0,0,0,36500.0
1,1,2,0,0.0,0,18.0,2670.0,0,0,36500.0
1,1,0,0,0.0,0,20.0,3212.0,0,0,36500.0
0,0,1,0,0.0,2,20.0,4650.0,0,0,36500.0
1,1,0,0,0.0,0,17.0,4119.0,0,0,36500.0
0,0,0,0,2.0,219,29.0,4809.0,0,0,36500.0
1,1,2,0,0.0,0,18.0,2674.0,0,0,36500.0
0,0,2,0,0.0,266,27.0,4400.0,0,0,36500.0
0,0,0,0,9.0,235,30.0,4640.0,0,0,36500.0
0,0,0,1,0.0,49,25.0,4500.0,0,0,36500.0
0,1,2,0,0.0,0,17.0,3794.0,0,0,36500.0
0,0,0,0,2.0,223,28.0,5080.0,0,0,36500.0
0,0,2,0,0.0,163,27.0,4766.0,0,0,36500.0
0,0,0,0,30.0,2,32.0,5250.0,0,0,36500.0
0,0,0,0,0.0,434,35.0,4391.0,0,0,36500.0
0,1,2,1,0.0,532,36.0,2950.0,0,0,36500.0
0,0,0,0,1.0,299,33.0,3752.0,0,0,36500.0
0,0,2,1,0.0,2,22.0,2572.0,0,0,36500.0
0,0,0,0,0.0,411,34.0,4700.0,0,0,36500.0
0,0,0,1,2.0,505,37.0,4131.0,0,0,36500.0
0,0,0,1,4.0,80,21.0,5536.0,0,0,36500.0
0,0,0,1,1.0,151,25.0,5055.0,0,0,36500.0
0,1,0,0,37.0,256,32.0,3705.0,0,0,36500.0
0,0,0,0,12.0,143,25.0,5145.0,0,0,36500.0
0,1,1,0,0.0,12,21.0,4079.0,0,0,36500.0
0,0,0,1,4.0,197,25.0,5315.0,0,0,36500.0
0,0,0,0,4.0,118,22.0,5330.0,0,0,36500.0
0,0,0,0,3.0,138,24.0,5006.0,0,0,36500.0
0,1,2,0,0.0,0,18.0,3890.0,0,0,36500.0
0,0,0,0,5.0,147,24.0,5310.0,0,0,36500.0
0,0,0,1,1.0,353,33.0,5455.0,0,0,36500.0
0,0,0,0,0.0,231,30.0,4358.0,0,0,36500.0
0,0,2,1,0.0,167,28.0,4500.0,0,0,36500.0
0,0,0,0,0.0,245,27.0,4794.0,0,0,36500.0
0,1,2,0,0.0,186,25.0,4168.0,0,0,36500.0
0,0,0,1,0.0,274,28.0,4315.0,0,0,36500.0
0,0,0,1,9.0,169,27.0,4006.0,0,0,36500.0
1,1,2,0,0.0,0,19.0,3518.0,0,0,36500.0
0,1,0,0,0.0,0,18.0,5010.0,0,0,36500.0
1,1,2,0,0.0,0,19.0,4509.0,0,0,36500.0
0,0,2,0,0.0,47,22.0,4524.0,0,0,36500.0
0,0,0,1,11.0,224,29.0,5418.0,0,0,36500.0
0,1,1,1,0.0,106,25.0,4800.0,0,0,36500.0
0,1,2,1,0.0,96,25.0,4090.0,0,0,36500.0
1,1,2,0,0.0,1,18.0,3255.0,0,0,36500.0
0,1,2,0,0.0,1,18.0,3774.0,0,0,36500.0
0,1,2,0,0.0,23,20.0,3804.0,0,0,36500.0
0,1,2,0,0.0,0,18.0,3266.0,0,0,36500.0
0,1,2,0,0.0,1,17.0,3419.0,0,0,36500.0
0,1,1,0,0.0,0,18.0,3959.0,0,0,36500.0
0,1,1,0,0.0,4,18.0,4412.0,0,0,36500.0
0,1,2,0,0.0,24,21.0,4116.0,0,0,36500.0
0,1,1,1,0.0,0,19.0,3528.0,0,0,36500.0
0,0,2,1,0.0,86,23.0,4759.0,0,0,36500.0
0,0,1,0,0.0,2,18.0,3776.0,0,0,36500.0
0,1,1,0,0.0,0,17.0,3146.0,0,0,36500.0
0,1,2,0,0.0,550,33.0,3750.0,0,0,36500.0
1,1,0,1,0.0,0,17.0,3282.0,0,0,36500.0
0,0,2,1,0.0,221,32.0,5002.0,0,0,36500.0
1,1,2,0,0.0,0,17.0,3768.0,0,0,36500.0
0,1,2,0,0.0,11,20.0,3504.0,0,0,36500.0
0,0,0,1,0.0,46,21.0,3939.0,0,0,36500.0
0,1,2,1,0.0,107,24.0,4050.0,0,0,36500.0
0,0,0,0,2.0,69,25.0,2824.0,0,0,36500.0
1,1,2,0,0.0,0,17.0,3757.0,0,0,36500.0
0,1,2,0,0.0,12,20.0,3450.0,0,0,36500.0
0,0,0,0,0.0,267,31.0,4764.0,0,0,36500.0
0,1,0,1,5.0,17,19.0,4561.0,0,0,36500.0
0,0,0,0,0.0,77,23.0,4470.0,0,0,36500.0
1,1,2,0,0.0,0,17.0,3278.0,0,0,36500.0
0,1,2,0,0.0,0,19.0,4047.0,0,0,36500.0
0,0,1,1,0.0,19,20.0,5134.0,0,0,36500.0
0,1,2,0,0.0,3,20.0,3873.0,0,0,36500.0
0,1,2,0,0.0,4,19.0,4257.0,0,0,36500.0
0,1,2,1,0.0,240,26.0,4066.0,0,0,36500.0
0,1,2,0,0.0,11,20.0,4300.0,0,0,36500.0
0,1,2,0,0.0,5,21.0,3900.0,0,0,36500.0
0,0,0,1,31.0,316,31.0,5500.0,0,0,36500.0
1,1,1,1,0.0,0,19.0,3257.0,0,0,36500.0
1,1,1,1,0.0,0,17.0,3054.0,0,0,36500.0
1,1,2,1,0.0,0,17.0,4048.0,0,0,36500.0
0,1,0,1,0.0,24,18.0,3608.0,0,0,36500.0
1,1,1,0,0.0,0,19.0,2262.0,0,0,36500.0
1,1,2,0,0.0,0,18.0,3178.0,0,0,36500.0
0,0,0,1,0.0,0,20.0,3508.0,0,0,36500.0
0,0,0,0,0.0,27,20.0,4050.0,0,0,36500.0
0,0,0,1,0.0,183,25.0,4100.0,0,0,36500.0
0,0,0,1,0.0,33,22.0,4200.0,0,0,36500.0
0,1,2,0,0.0,197,27.0,3750.0,0,0,36500.0
0,1,0,1,0.0,45,23.0,4125.0,0,0,36500.0
0,1,2,0,0.0,20,19.0,3450.0,0,0,36500.0
0,1,0,1,0.0,34,21.0,4478.0,0,0,36500.0
0,1,1,0,0.0,7,18.0,3901.0,0,0,36500.0
1,1,0,1,0.0,7,19.0,3500.0,0,0,36500.0
0,1,2,0,0.0,53,23.0,4056.0,0,0,36500.0
0,0,0,1,0.0,6,18.0,4775.0,0,0,36500.0
0,1,2,0,0.0,41,20.0,3591.0,0,0,36500.0
0,0,2,1,0.0,54,23.0,4744.0,0,0,36500.0
0,0,2,0,0.0,1,22.0,4305.0,0,0,36500.0
0,0,0,0,0.0,7,18.0,4310.0,0,0,36500.0
0,0,0,0,0.0,37,21.0,4382.0,0,0,36500.0
1,1,2,0,0.0,3,18.0,3152.0,0,0,36500.0
0,0,0,1,0.0,97,25.0,4225.0,0,0,36500.0
0,1,2,0,0.0,0,19.0,3781.0,0,0,36500.0
0,0,0,0,0.0,44,22.0,4443.0,0,0,36500.0
0,1,2,0,0.0,0,19.0,3500.0,1,0,36500.0
0,1,2,1,0.0,231,26.0,4350.0,0,0,36500.0
0,0,0,0,0.0,183,26.0,4518.0,0,0,36500.0
0,1,2,0,0.0,113,25.0,4182.0,0,0,36500.0
0,1,2,0,0.0,0,19.0,4274.0,0,0,36500.0
0,0,2,1,0.0,61,22.0,4250.0,0,0,36500.0
0,1,2,1,0.0,5,20.0,4041.0,0,0,36500.0
0,1,1,1,0.0,1,18.0,3519.0,0,0,36500.0
0,0,0,0,0.0,104,26.0,4612.0,0,0,36500.0
0,1,1,1,0.0,27,20.0,4468.0,0,0,36500.0
0,1,2,1,0.0,228,27.0,4380.0,0,0,36500.0
0,0,1,0,1.0,195,28.0,5059.0,0,0,36500.0
0,1,1,1,0.0,228,28.0,4312.0,0,0,36500.0
0,1,2,1,0.0,58,22.0,4094.0,0,0,36500.0
0,0,0,0,0.0,182,27.0,4500.0,0,0,36500.0
0,0,0,0,0.0,99,23.0,4369.0,0,0,36500.0
0,1,0,0,5.0,47,21.0,3950.0,0,0,36500.0
0,0,2,1,0.0,0,20.0,3415.0,0,0,36500.0
0,0,0,0,0.0,17,23.0,4250.0,0,0,36500.0
1,1,2,0,0.0,5,18.0,3610.0,1,0,36500.0
0,1,2,1,0.0,0,17.0,3724.0,0,0,36500.0
0,1,0,0,0.0,145,25.0,4271.0,0,0,36500.0
0,1,2,0,0.0,0,19.0,3429.0,1,0,36500.0
0,1,2,0,0.0,18,19.0,4650.0,0,0,36500.0
0,1,0,0,0.0,22,20.0,4581.0,0,0,36500.0
0,0,0,0,0.0,50,22.0,4284.0,0,0,36500.0
0,0,0,0,3.0,140,24.0,5281.0,0,0,36500.0
0,1,2,0,0.0,4,18.0,4893.0,0,0,36500.0
0,0,2,1,0.0,38,21.0,4578.0,0,0,36500.0
1,1,2,0,0.0,0,18.0,3477.0,0,0,36500.0
0,0,2,1,0.0,25,20.0,4663.0,0,0,36500.0
0,0,2,1,0.0,26,23.0,4737.0,0,0,36500.0
0,1,2,0,0.0,0,19.0,3750.0,0,0,36500.0
1,1,2,0,0.0,99,22.0,3950.0,0,0,36500.0
0,1,2,0,0.0,0,18.0,4584.0,0,0,36500.0
0,1,0,1,0.0,2,20.0,3400.0,0,0,36500.0
1,1,2,0,0.0,0,19.0,3250.0,0,0,36500.0
0,0,0,1,0.0,156,26.0,4500.0,0,0,36500.0
0,1,2,0,0.0,262,25.0,4200.0,0,0,36500.0
1,1,2,0,0.0,0,19.0,2774.0,0,0,36500.0
0,1,1,0,0.0,25,20.0,2794.0,0,0,36500.0
1,1,2,0,0.0,0,18.0,4775.0,0,0,36500.0
0,0,2,0,0.0,260,29.0,4112.0,0,0,36500.0
0,1,0,0,0.0,2,21.0,4000.0,0,0,36500.0
0,1,2,1,0.0,388,32.0,4154.0,0,0,36500.0
0,0,0,1,1.0,492,34.0,3998.0,0,0,36500.0
0,1,2,1,0.0,9,19.0,4436.0,0,0,36500.0
0,0,2,1,0.0,0,18.0,3806.0,0,0,36500.0
0,0,0,1,0.0,334,31.0,4541.0,0,0,36500.0
1,1,0,1,0.0,4,17.0,3465.0,0,0,36500.0
0,0,2,0,0.0,14,18.0,4295.0,0,0,36500.0
0,1,2,0,0.0,10,21.0,3848.0,0,0,36500.0
0,0,0,0,0.0,105,24.0,4300.0,0,0,36500.0
1,1,2,0,0.0,0,18.0,3198.0,0,0,36500.0
0,0,0,1,0.0,146,24.0,4800.0,0,0,36500.0
0,0,2,0,0.0,78,24.0,4271.0,0,0,36500.0
0,0,1,1,0.0,252,28.0,4450.0,0,0,36500.0
0,1,0,1,0.0,91,23.0,4098.0,0,0,36500.0
0,1,2,1,0.0,1,19.0,4179.0,0,0,36500.0
0,1,0,0,0.0,82,24.0,4273.0,0,0,36500.0
0,1,2,0,0.0,28,19.0,4437.0,0,0,36500.0
0,0,0,0,0.0,175,28.0,4128.0,0,0,36500.0
0,0,1,0,0.0,0,18.0,4400.0,1,0,36500.0
0,1,2,0,0.0,31,19.0,2796.0,0,0,36500.0
0,0,0,0,0.0,281,29.0,4821.0,0,0,36500.0
1,1,1,1,0.0,0,19.0,3500.0,0,0,36500.0
0,0,0,0,0.0,231,29.0,4957.0,0,0,36500.0
0,0,0,0,0.0,158,27.0,5220.0,0,0,36500.0
0,0,2,1,0.0,159,23.0,5781.0,0,0,36500.0
0,0,2,1,0.0,58,23.0,5070.0,0,0,36500.0
0,1,2,0,0.0,127,25.0,4202.0,0,0,36500.0
0,0,1,0,0.0,5,19.0,4384.0,0,0,36500.0
1,1,2,0,0.0,0,17.0,3419.0,0,0,36500.0
0,1,2,0,0.0,13,18.0,4059.0,0,0,36500.0
0,1,2,0,0.0,0,20.0,4088.0,0,0,36500.0
1,1,1,0,0.0,0,20.0,3257.0,0,0,36500.0
1,1,2,0,0.0,0,17.0,3000.0,0,0,36500.0
0,1,2,1,0.0,247,29.0,4050.0,0,0,36500.0
0,1,2,0,0.0,167,29.0,4066.0,0,0,36500.0
0,1,2,0,0.0,20,19.0,4216.0,0,0,36500.0
1,1,2,0,0.0,0,18.0,2590.0,0,0,36500.0
1,1,2,0,0.0,0,18.0,3556.0,0,0,36500.0
0,1,2,1,0.0,177,27.0,4350.0,0,0,36500.0
0,1,0,0,0.0,0,18.0,2500.0,0,0,36500.0
0,0,1,0,0.0,195,29.0,5013.0,0,0,36500.0
0,0,0,1,19.0,89,22.0,3751.0,0,0,36500.0
0,0,0,1,0.0,389,34.0,4602.0,0,0,36500.0
0,0,2,0,0.0,20,23.0,4239.0,0,0,36500.0
0,1,2,0,0.0,77,24.0,4216.0,0,0,36500.0
0,0,2,0,0.0,182,32.0,4700.0,0,0,36500.0
0,1,0,0,9.0,489,33.0,3403.0,0,0,36500.0
0,0,0,1,15.0,151,25.0,4600.0,0,0,36500.0
0,0,0,1,25.0,90,26.0,4061.0,0,0,36500.0
0,0,1,1,0.0,155,31.0,3202.0,0,0,36500.0
0,1,2,0,0.0,10,20.0,4050.0,0,0,36500.0
0,1,2,0,0.0,75,21.0,3400.0,0,0,36500.0
0,1,2,0,0.0,12,22.0,3517.0,0,0,36500.0
0,1,2,1,0.0,261,28.0,4864.0,0,0,36500.0
0,1,2,1,0.0,160,24.0,4072.0,0,0,36500.0
0,0,0,1,0.0,111,23.0,4200.0,0,0,36500.0
0,0,0,0,2.0,244,29.0,5157.0,0,0,36500.0
0,0,0,0,0.0,157,27.0,4279.0,0,0,36500.0
0,1,2,0,0.0,54,21.0,4303.0,0,0,36500.0
0,0,0,0,0.0,375,33.0,4350.0,0,0,36500.0
0,0,0,0,20.0,145,31.0,2585.0,0,0,36500.0
0,0,0,0,2.0,41,27.0,3772.0,0,0,36500.0
0,1,0,0,0.0,0,18.0,3652.0,1,0,36500.0
0,0,0,1,0.0,319,31.0,4058.0,0,0,36500.0
0,0,0,0,6.0,319,32.0,4512.0,0,0,36500.0
0,1,1,1,0.0,110,23.0,4321.0,0,0,36500.0
0,1,2,1,0.0,69,23.0,4200.0,0,0,36500.0
0,0,1,0,11.0,175,30.0,5150.0,0,0,36500.0
0,0,0,0,27.0,127,32.0,4662.0,0,0,36500.0
0,0,0,0,13.0,62,25.0,3500.0,0,0,36500.0
0,0,2,1,0.0,55,25.0,4322.0,0,0,36500.0
0,0,2,0,0.0,125,25.0,4650.0,0,0,36500.0
0,0,0,0,18.0,104,23.0,4500.0,0,0,36500.0
0,0,0,1,6.0,145,30.0,4515.0,0,0,36500.0
0,1,1,1,0.0,0,19.0,4327.0,0,0,36500.0
0,0,2,1,0.0,84,26.0,3950.0,0,0,36500.0
0,0,0,0,0.0,73,21.0,5081.0,0,0,36500.0
0,1,2,1,0.0,209,27.0,4750.0,0,0,36500.0
0,0,0,1,1.0,195,27.0,5100.0,0,0,36500.0
1,1,2,1,0.0,1,17.0,4670.0,0,0,36500.0
0,0,0,0,1.0,17,34.0,3289.0,0,0,36500.0
0,0,2,1,0.0,17,20.0,4124.0,0,0,36500.0
0,1,2,1,0.0,209,26.0,4384.0,0,0,36500.0
0,0,0,0,12.0,67,24.0,3450.0,0,0,36500.0
0,0,2,0,0.0,40,19.0,5461.0,0,0,36500.0
0,0,0,0,1.0,79,29.0,3550.0,0,0,36500.0
0,0,0,0,3.0,49,21.0,3451.0,0,0,36500.0
0,0,0,0,40.0,46,26.0,4000.0,0,0,36500.0
0,1,2,1,0.0,84,22.0,4845.0,0,0,36000.0
0,1,2,1,0.0,0,17.0,4663.0,0,0,36000.0
0,0,0,0,26.0,64,27.0,3700.0,0,0,36000.0
0,0,0,1,52.0,335,28.0,4995.0,0,0,36000.0
0,0,1,1,6.0,299,33.0,4800.0,0,0,36000.0
0,0,0,0,3.0,162,30.0,3700.0,0,0,36000.0
0,0,0,0,2.0,64,20.0,4791.0,0,0,36000.0
0,1,2,1,0.0,1,19.0,4600.0,0,0,36000.0
0,1,1,1,0.0,62,23.0,4236.0,0,0,36000.0
0,0,0,0,8.0,90,25.0,3550.0,0,0,36000.0
0,0,0,0,29.0,4,31.0,5200.0,0,0,36000.0
0,1,2,1,0.0,49,20.0,4266.0,0,0,36000.0
0,0,0,0,1.0,20,31.0,3850.0,0,0,36000.0
0,1,2,1,0.0,48,22.0,4667.0,0,0,36000.0
0,0,2,1,0.0,182,28.0,4600.0,0,0,36000.0
0,0,0,0,5.0,140,28.0,5200.0,0,0,36000.0
0,0,2,0,0.0,292,32.0,4750.0,0,0,36000.0
0,0,1,0,1.0,125,24.0,5603.0,0,0,36000.0
0,1,2,1,0.0,68,23.0,4710.0,0,0,36000.0
0,1,2,1,0.0,35,21.0,4719.0,0,0,36000.0
0,0,2,1,0.0,187,28.0,4008.0,0,0,36000.0
0,1,1,0,0.0,225,28.0,4613.0,0,0,36000.0
0,1,0,0,78.0,254,32.0,2950.0,0,0,36000.0
0,1,2,1,0.0,104,24.0,4269.0,0,0,36000.0
0,1,0,1,0.0,0,18.0,4132.0,0,0,36000.0
0,0,0,0,2.0,121,30.0,3000.0,0,0,36000.0
0,1,2,1,0.0,0,18.0,4698.0,0,0,36000.0
0,0,0,0,3.0,98,20.0,5632.0,0,0,36000.0
0,1,1,1,0.0,0,18.0,4131.0,0,0,36000.0
0,0,2,1,0.0,75,29.0,4200.0,0,0,36000.0
0,0,1,0,8.0,194,27.0,3306.0,0,0,36000.0
0,1,2,1,0.0,241,34.0,4250.0,0,0,36000.0
0,1,2,1,0.0,349,36.0,4250.0,0,0,36000.0
0,1,2,1,0.0,69,23.0,4408.0,0,0,36000.0
0,1,2,1,0.0,302,31.0,4150.0,0,0,36000.0
0,1,2,1,0.0,27,21.0,4250.0,0,0,36000.0
0,0,0,0,0.0,176,26.0,5008.0,0,0,36000.0
0,1,2,1,0.0,69,24.0,4300.0,0,0,36000.0
0,0,0,0,36.0,93,22.0,4473.0,0,0,36000.0
0,1,1,1,0.0,25,20.0,4200.0,0,0,36000.0
0,1,2,1,0.0,45,21.0,4307.0,0,0,36000.0
0,0,0,0,4.0,137,29.0,4056.0,0,0,36000.0
0,1,2,1,0.0,11,19.0,4483.0,0,0,36000.0
0,1,2,1,0.0,206,33.0,4500.0,0,0,36000.0
0,1,2,1,0.0,113,22.0,4404.0,0,0,36000.0
0,1,1,1,0.0,141,27.0,4252.0,0,0,36000.0
0,0,0,0,13.0,34,27.0,4100.0,0,0,36000.0
0,1,2,1,0.0,47,29.0,4250.0,0,0,36000.0
0,0,2,1,0.0,82,22.0,5181.0,0,0,36000.0
0,0,2,1,0.0,45,21.0,4750.0,0,0,36000.0
0,1,1,1,0.0,63,20.0,4279.0,0,0,36000.0
0,1,1,1,0.0,2,19.0,3667.0,0,0,36000.0
0,1,1,1,0.0,0,17.0,3730.0,0,0,36000.0
0,1,1,1,0.0,127,23.0,4250.0,0,0,36000.0
0,0,2,1,0.0,0,18.0,3415.0,0,0,36000.0
0,0,2,1,0.0,109,26.0,4718.0,0,0,36000.0
0,0,2,1,0.0,0,18.0,3267.0,0,0,36000.0
0,0,2,1,0.0,328,41.0,4849.0,0,0,36000.0
0,0,2,1,0.0,217,29.0,5283.0,0,0,36000.0
0,0,1,0,0.0,0,20.0,3512.0,0,0,36000.0
0,0,2,1,0.0,331,31.0,5110.0,0,0,36000.0
0,0,2,1,0.0,2,19.0,3500.0,0,0,36000.0
0,0,2,1,0.0,158,28.0,4900.0,0,0,36000.0
0,0,2,0,0.0,91,33.0,5285.0,0,0,36000.0
0,0,2,1,0.0,417,34.0,5150.0,0,0,36000.0
0,0,2,1,0.0,54,22.0,4266.0,0,0,36000.0
0,0,0,0,34.0,28,24.0,3720.0,0,0,36000.0
0,0,2,0,0.0,12,22.0,4000.0,0,0,36000.0
0,0,2,1,0.0,0,19.0,3366.0,0,0,36000.0
0,1,0,1,0.0,34,21.0,4760.0,0,0,36000.0
0,0,0,1,2.0,287,32.0,4750.0,0,0,36000.0
0,0,2,1,0.0,1,20.0,3750.0,0,0,36000.0
0,0,2,1,0.0,0,21.0,3400.0,0,0,36000.0
0,0,2,1,0.0,7,19.0,3558.0,0,0,36000.0
0,0,2,1,0.0,0,20.0,3500.0,1,0,36000.0
0,0,2,1,0.0,46,22.0,5175.0,0,0,36000.0
0,0,2,1,0.0,0,19.0,3608.0,1,0,36000.0
0,0,0,0,0.0,57,24.0,5050.0,0,0,36000.0
0,0,2,1,0.0,311,33.0,4857.0,0,0,36000.0
0,0,2,0,0.0,4,22.0,4600.0,0,0,36000.0
0,1,1,1,0.0,42,22.0,4249.0,0,0,36000.0
0,0,1,0,0.0,3,20.0,4634.0,0,0,36000.0
0,0,2,1,0.0,0,24.0,4500.0,0,0,36000.0
0,0,2,1,0.0,236,29.0,4824.0,0,0,36000.0
0,0,2,1,0.0,0,19.0,3350.0,0,0,36000.0
0,0,0,0,4.0,358,35.0,5031.0,0,0,36000.0
0,0,2,1,0.0,285,28.0,5000.0,0,0,36000.0
0,0,2,0,0.0,12,21.0,4021.0,0,0,36000.0
0,0,2,1,0.0,63,25.0,4773.0,0,0,36000.0
0,0,0,0,0.0,121,25.0,5130.0,0,0,36000.0
0,0,2,1,0.0,174,27.0,5115.0,0,0,36000.0
0,0,2,1,0.0,403,34.0,5200.0,0,0,36000.0
0,0,2,1,0.0,0,18.0,3307.0,0,0,36000.0
0,0,2,0,0.0,63,22.0,3671.0,0,0,36000.0
0,0,2,1,0.0,0,18.0,3616.0,0,0,36000.0
0,0,0,0,0.0,94,24.0,5076.0,0,0,36000.0
0,0,0,0,0.0,60,27.0,5072.0,0,0,36000.0
0,1,0,1,0.0,10,21.0,4202.0,0,0,36000.0
0,0,2,1,0.0,280,30.0,4852.0,0,0,36000.0
0,0,0,0,0.0,149,29.0,5074.0,0,0,36000.0
0,0,2,1,0.0,0,18.0,3518.0,0,0,36000.0
0,0,2,1,0.0,2,20.0,3969.0,0,0,36000.0
0,0,2,1,0.0,350,31.0,5114.0,0,0,36000.0
0,0,2,1,0.0,399,36.0,4614.0,0,0,36000.0
0,0,2,1,0.0,294,29.0,4983.0,0,0,36000.0
0,0,0,0,31.0,59,34.0,4504.0,0,0,36000.0
0,0,2,1,0.0,122,24.0,5200.0,0,0,36000.0
0,0,0,0,60.0,36,30.0,5000.0,0,0,36000.0
0,1,2,1,0.0,123,24.0,4392.0,0,0,36000.0
0,0,2,1,0.0,56,20.0,5836.0,0,0,36000.0
0,0,2,1,0.0,150,24.0,5543.0,0,0,36000.0
0,1,2,1,0.0,9,20.0,4351.0,0,0,36000.0
0,0,0,1,25.0,100,26.0,4715.0,0,0,36000.0
0,0,0,0,1.0,305,34.0,4477.0,0,0,36000.0
0,0,0,0,19.0,67,28.0,4500.0,0,0,36000.0
0,0,2,0,0.0,12,20.0,4682.0,0,0,36000.0
0,1,2,1,0.0,116,21.0,4387.0,0,0,36000.0
0,1,2,1,0.0,118,25.0,4402.0,0,0,36000.0
0,1,2,1,0.0,172,24.0,4150.0,0,0,36000.0
0,1,2,1,0.0,53,24.0,4313.0,0,0,36000.0
0,0,1,0,0.0,325,34.0,3350.0,0,0,36000.0
0,0,0,0,4.0,132,27.0,4515.0,0,0,36000.0
1,1,1,1,0.0,0,18.0,4016.0,0,0,36000.0
0,1,2,1,0.0,195,25.0,4371.0,0,0,36000.0
0,1,2,1,0.0,321,29.0,4350.0,0,0,36000.0
0,0,2,0,0.0,18,22.0,4750.0,0,0,36000.0
0,1,2,1,0.0,135,26.0,4350.0,0,0,36000.0
0,0,0,0,2.0,218,24.0,5100.0,0,0,36000.0
0,0,2,1,0.0,131,25.0,5685.0,0,0,36000.0
0,0,0,1,0.0,171,25.0,5609.0,0,0,36000.0
0,1,2,1,0.0,396,32.0,4750.0,0,0,36000.0
0,1,1,1,0.0,26,21.0,4791.0,0,0,36000.0
0,0,0,0,1.0,180,31.0,2950.0,0,0,36000.0
0,0,0,0,15.0,98,26.0,2972.0,0,0,36000.0
0,1,2,1,0.0,352,32.0,4100.0,0,0,36000.0
0,1,1,1,0.0,328,32.0,4250.0,0,0,36000.0
0,1,1,1,0.0,84,23.0,4250.0,0,0,36000.0
0,1,1,1,0.0,154,27.0,4260.0,0,0,36000.0
0,1,2,1,0.0,263,30.0,4750.0,0,0,36000.0
0,1,1,1,0.0,127,22.0,4250.0,0,0,36000.0
0,0,0,1,1.0,246,32.0,3503.0,0,0,36000.0
0,1,1,1,0.0,85,24.0,4250.0,0,0,36000.0
0,1,1,1,0.0,46,22.0,4330.0,0,0,36000.0
0,1,2,1,0.0,0,20.0,3521.0,0,0,35500.0
0,1,2,1,0.0,50,22.0,4781.0,0,0,35500.0
0,0,0,0,25.0,3,31.0,3600.0,0,0,35500.0
0,0,0,0,11.0,1,24.0,4750.0,0,0,35500.0
0,0,0,0,25.0,3,22.0,4997.0,0,0,35500.0
0,1,1,1,0.0,0,19.0,4289.0,0,0,35500.0
0,0,0,0,6.0,5,23.0,4162.0,0,0,35500.0
0,1,2,1,0.0,102,22.0,4728.0,0,0,35500.0
0,1,2,1,0.0,61,22.0,4737.0,0,0,35500.0
0,1,2,1,0.0,174,33.0,4750.0,0,0,35500.0
0,1,2,1,0.0,32,20.0,4700.0,0,0,35500.0
0,1,2,1,0.0,38,21.0,4725.0,0,0,35500.0
1,1,1,1,0.0,47,19.0,4022.0,0,0,35500.0
0,1,2,1,0.0,358,33.0,4700.0,0,0,35500.0
0,1,2,1,0.0,415,34.0,4200.0,0,0,35500.0
0,1,2,1,0.0,92,26.0,4721.0,0,0,35500.0
0,1,2,1,0.0,17,26.0,4650.0,0,0,35500.0
0,0,0,0,1.0,66,27.0,3550.0,0,0,35500.0
0,1,2,1,0.0,214,32.0,4700.0,0,0,35500.0
0,0,0,1,0.0,27,18.0,4270.0,1,0,35500.0
0,1,2,1,0.0,77,25.0,4723.0,0,0,35500.0
0,1,2,1,0.0,41,23.0,4723.0,0,0,35500.0
0,1,1,0,0.0,0,17.0,3052.0,0,0,35500.0
0,0,1,1,0.0,114,22.0,4300.0,0,0,35500.0
0,1,2,1,0.0,147,34.0,4700.0,0,0,35500.0
0,1,0,1,3.0,75,21.0,4300.0,0,0,35500.0
0,0,1,1,0.0,26,21.0,3957.0,0,0,35500.0
0,1,2,1,0.0,63,25.0,4275.0,0,0,35500.0
0,1,0,1,25.0,289,36.0,4682.0,0,0,35500.0
0,1,2,1,0.0,82,25.0,4654.0,0,0,35500.0
0,0,0,0,44.0,136,30.0,4600.0,0,0,35500.0
0,0,0,1,5.0,225,25.0,3950.0,0,0,35500.0
0,1,1,1,0.0,294,32.0,4306.0,0,0,35500.0
0,1,2,1,0.0,437,35.0,3050.0,0,0,35500.0
0,1,0,1,0.0,234,29.0,4274.0,0,0,35500.0
0,0,2,1,0.0,78,24.0,4200.0,0,0,35500.0
0,0,0,0,29.0,1,30.0,3750.0,0,0,35500.0
0,1,0,1,0.0,170,26.0,4718.0,0,0,35500.0
0,1,2,1,0.0,154,24.0,4750.0,0,0,35500.0
0,1,2,1,0.0,217,26.0,4782.0,0,0,35500.0
0,1,2,1,0.0,221,29.0,4750.0,0,0,35500.0
0,1,2,1,0.0,138,25.0,4750.0,0,0,35500.0
0,1,2,1,0.0,212,31.0,4750.0,0,0,35500.0
0,1,0,0,0.0,0,23.0,3776.0,0,0,35500.0
0,1,2,1,0.0,361,35.0,3046.0,0,0,35500.0
0,0,0,0,22.0,63,26.0,3758.0,0,0,35500.0
0,1,1,1,0.0,180,28.0,4200.0,0,0,35500.0
0,1,1,0,0.0,71,23.0,4771.0,0,0,35500.0
0,1,2,1,0.0,72,20.0,4750.0,0,0,35500.0
0,0,0,0,11.0,207,33.0,2944.0,0,0,35500.0
0,1,2,1,0.0,368,38.0,4208.0,0,0,35500.0
0,0,0,1,0.0,284,28.0,4850.0,0,0,35500.0
0,1,2,1,0.0,13,19.0,2896.0,0,0,35500.0
